fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
12.85,0.476,0.393,1.2,0.1057,12.8,13.4,0.99956,3.125,0.79,10.46,7
9.3,0.388,0.28,1.2,0.1647,6.0,119.8,0.99664,3.369,0.664,11.27,6
5.26,0.839,0.393,1.73,0.0783,15.8,43.9,0.99546,3.638,0.599,10.43,4
9.63,0.375,0.408,4.59,0.1176,7.2,6.0,0.99532,3.269,0.37,10.71,5
8.98,0.429,0.691,3.02,0.0461,25.7,87.8,0.99958,3.593,0.966,10.34,5
10.56,0.565,0.21,3.89,0.0834,7.0,87.6,0.99802,3.205,0.504,9.33,4
9.49,0.313,0.088,1.2,0.015,14.7,61.5,0.99526,3.007,0.703,10.82,6
8.08,0.457,0.319,1.3,0.124,25.7,67.3,0.99693,3.222,0.497,9.11,4
6.19,0.585,0.115,1.25,0.0945,8.4,117.5,0.99222,3.194,1.3,10.09,4
7.96,0.468,0.56,1.2,0.0297,20.2,14.8,0.99417,3.054,0.683,12.47,6
6.84,0.511,0.216,1.2,0.0493,5.7,50.9,0.99527,3.247,0.554,10.34,6
7.31,0.433,0.161,2.23,0.0899,18.4,111.3,0.99523,3.464,0.761,9.43,6
9.34,0.257,0.179,11.32,0.1304,21.8,118.2,0.999,3.22,0.786,10.68,5
11.23,0.586,0.411,1.2,0.1565,15.4,34.4,0.99306,3.253,0.725,9.83,3
9.01,0.842,0.24,1.2,0.0807,16.2,112.6,0.99399,3.522,0.603,10.54,5
6.24,0.531,0.146,3.78,0.0229,20.5,72.9,0.99756,3.196,0.733,9.16,6
9.09,0.568,0.596,1.2,0.0982,12.9,95.7,0.99714,3.406,0.632,11.25,6
10.4,0.652,0.104,4.42,0.1709,25.2,71.8,0.99604,3.048,0.654,10.55,6
7.26,0.301,0.278,3.04,0.012,30.2,56.5,1.0006,3.162,0.524,9.35,7
8.09,0.833,0.398,7.28,0.0421,6.2,119.2,0.99787,3.278,0.409,10.8,4
8.35,0.564,0.0,1.31,0.1157,34.4,29.1,0.99902,3.497,0.754,12.49,7
6.95,0.82,0.365,2.71,0.0942,12.7,109.1,0.9966,3.17,0.761,9.57,4
9.45,0.397,0.065,1.56,0.0614,36.7,114.3,0.99567,3.169,0.878,11.23,6
8.11,0.853,0.431,2.49,0.0973,12.8,91.3,0.99569,3.353,0.666,10.87,5
9.05,0.667,0.083,1.49,0.1329,23.3,44.1,0.99846,3.378,0.621,10.85,4
6.78,0.627,0.406,1.2,0.0824,23.2,54.5,0.99817,3.152,0.418,11.38,6
7.56,0.57,0.487,1.77,0.0783,11.8,6.0,0.99628,3.231,0.651,10.12,5
9.58,0.484,0.439,1.88,0.1147,16.6,31.6,0.9976,3.478,0.719,10.58,7
7.67,0.743,0.32,4.16,0.0743,30.9,66.9,0.99853,3.129,0.349,10.53,4
11.32,0.553,0.226,3.32,0.1407,12.5,6.0,0.99563,3.364,0.84,9.5,4
7.62,0.176,0.159,2.73,0.1823,11.5,36.7,0.99605,3.231,0.537,10.91,5
8.71,0.328,0.558,1.2,0.045,3.8,110.5,0.99755,3.527,0.625,10.03,7
9.94,0.495,0.135,3.19,0.0282,32.3,41.4,0.9933,3.4,0.76,12.38,5
5.85,0.583,0.069,1.73,0.1045,10.8,80.5,0.99758,3.447,0.657,9.88,6
5.26,0.518,0.401,5.61,0.0266,28.4,65.1,0.99456,3.228,0.897,9.01,7
5.67,0.746,0.116,6.31,0.0258,9.6,36.3,0.99849,3.438,0.765,11.62,5
10.52,0.179,0.086,1.2,0.012,28.1,41.4,1.00078,3.434,0.633,9.62,5
7.36,0.554,0.0,4.3,0.069,24.3,52.0,0.99538,3.391,0.33,9.12,5
12.77,0.203,0.177,1.2,0.0854,13.5,6.0,0.99414,3.267,0.827,10.83,5
7.34,0.664,0.255,1.2,0.0627,8.2,77.6,0.99636,3.336,0.457,11.85,7
8.64,0.511,0.318,1.95,0.1523,9.0,42.6,0.9962,3.026,0.803,11.21,6
11.0,0.603,0.457,1.2,0.1488,8.9,78.8,0.99796,3.582,0.741,9.81,4
11.81,0.373,0.374,3.43,0.1777,27.0,59.2,0.99714,3.218,0.624,10.56,4
11.91,0.757,0.234,1.2,0.0892,17.5,41.1,0.99614,3.259,0.82,10.11,5
10.42,0.714,0.232,1.2,0.1426,4.2,53.0,0.99687,3.108,0.747,12.2,4
10.1,0.632,0.37,2.17,0.1015,13.2,53.1,0.99457,3.415,0.714,9.95,4
9.35,0.505,0.519,3.13,0.0968,14.5,95.0,0.99828,3.392,0.366,10.53,5
9.67,0.632,0.296,6.21,0.065,1.0,48.5,0.99977,3.265,0.665,10.6,6
7.36,0.401,0.18,3.06,0.012,13.8,56.0,0.99442,2.951,0.447,9.18,6
6.9,0.681,0.077,2.79,0.117,23.4,6.0,0.9937,3.201,0.472,10.21,5
8.31,0.823,0.0,1.25,0.1412,14.4,44.9,0.99594,3.382,0.597,10.23,4
8.02,0.72,0.401,1.2,0.0153,18.5,94.3,0.99438,3.35,0.907,11.89,6
7.53,0.397,0.384,1.2,0.0865,20.9,60.6,0.99428,3.304,0.72,10.63,6
9.53,0.593,0.384,1.91,0.1336,12.3,10.9,0.99404,3.246,0.731,10.02,4
9.98,0.297,0.246,2.81,0.0701,23.5,14.4,0.99633,3.068,0.789,10.26,5
8.47,0.63,0.545,1.35,0.1431,31.1,22.1,0.99592,3.459,0.509,10.35,5
10.89,0.609,0.177,3.28,0.0804,1.0,79.4,0.99741,3.089,0.39,10.38,4
6.33,0.193,0.457,1.84,0.0623,12.3,75.3,0.99563,3.28,0.36,11.41,6
7.98,0.32,0.263,1.2,0.1458,40.2,6.0,0.99439,3.152,0.697,11.47,6
7.07,0.477,0.152,1.2,0.0431,17.7,43.8,0.99667,3.464,0.826,9.36,6
5.07,0.474,0.387,4.58,0.0529,15.5,51.3,0.99469,3.401,0.813,11.56,4
8.18,0.312,0.351,3.23,0.0449,13.2,14.8,0.99767,3.256,0.517,11.22,4
8.11,0.598,0.341,5.63,0.0333,29.2,33.6,0.99353,3.417,0.888,10.36,5
10.95,0.573,0.287,1.2,0.0942,6.0,90.3,0.99259,3.081,1.005,8.84,6
9.42,0.493,0.264,11.57,0.0629,25.6,59.9,0.99364,3.299,0.761,10.65,5
6.54,0.393,0.737,1.2,0.11,13.0,30.0,0.99591,3.149,0.911,10.04,6
11.55,0.716,0.502,1.2,0.012,8.0,40.3,0.99615,3.469,0.806,11.01,6
10.44,0.824,0.412,14.9,0.0342,13.5,39.0,0.99696,3.369,0.619,11.11,5
9.33,0.441,0.293,1.2,0.0894,15.4,55.7,0.99563,3.411,0.545,11.83,7
7.93,0.418,0.467,2.76,0.1561,10.7,6.0,0.99509,3.226,0.384,9.28,5
6.65,0.616,0.372,1.2,0.1048,27.5,24.4,0.99942,3.426,0.582,12.71,6
7.67,0.464,0.276,2.17,0.0593,8.1,80.5,0.99892,3.139,0.618,11.38,5
10.21,0.503,0.212,5.86,0.017,17.3,44.1,0.99857,3.161,0.621,11.18,7
11.6,0.66,0.255,1.2,0.0566,21.5,18.5,0.99729,3.284,0.639,12.47,6
11.01,0.186,0.0,2.77,0.085,17.2,19.9,0.99744,3.167,0.33,10.76,4
7.47,0.764,0.312,1.2,0.012,23.9,70.2,0.99517,3.42,0.79,11.53,7
6.37,0.541,0.176,2.45,0.03,11.3,29.4,0.99697,3.238,0.81,10.6,6
8.57,0.454,0.582,1.2,0.0523,22.4,63.3,0.99491,3.145,0.721,11.32,6
5.24,0.512,0.275,1.2,0.0749,22.7,25.8,0.9947,3.125,0.459,11.66,4
8.88,0.521,0.039,1.2,0.0844,26.0,9.3,0.99363,3.418,0.72,11.55,7
8.06,0.218,0.261,1.2,0.0583,1.0,54.5,0.99747,2.919,0.662,8.8,5
7.51,0.796,0.067,5.8,0.1108,21.2,43.3,0.99701,3.155,0.739,9.98,4
5.55,0.535,0.363,1.27,0.0929,25.3,69.0,0.99612,3.527,0.922,11.67,4
9.21,0.607,0.328,1.2,0.0696,11.6,75.6,0.99588,3.258,0.628,10.95,5
7.39,0.698,0.458,1.49,0.1173,10.1,34.7,0.99322,3.421,0.689,10.37,5
6.28,0.345,0.117,1.2,0.1134,8.5,57.9,0.99719,3.377,0.511,10.96,4
4.6,0.613,0.278,3.41,0.0187,5.1,33.7,0.9961,3.282,0.815,9.24,5
8.27,0.48,0.005,8.87,0.0855,22.8,67.3,0.9984,3.056,0.777,11.26,5
11.4,0.68,0.408,1.44,0.1288,39.7,54.1,0.99698,3.107,0.695,10.82,5
11.21,0.147,0.372,4.93,0.1367,10.1,25.9,0.99804,3.104,0.479,10.51,4
7.52,0.51,0.368,2.09,0.1044,11.0,23.2,0.99669,3.385,0.542,10.23,5
7.27,0.42,0.271,1.2,0.076,16.0,55.3,0.99705,3.414,0.347,10.67,4
9.14,0.605,0.352,2.93,0.1068,1.0,84.7,0.99847,3.176,0.54,10.13,6
6.58,0.612,0.584,1.8,0.125,8.6,76.1,0.99633,3.299,0.779,10.07,5
8.85,0.401,0.215,2.63,0.0924,15.3,15.4,0.9976,3.312,0.725,12.33,7
9.65,0.401,0.298,5.51,0.0977,6.5,18.9,0.99586,3.323,0.685,8.72,5
10.45,0.508,0.059,1.45,0.0753,28.4,23.8,0.99645,3.194,0.91,8.74,5
8.15,0.368,0.102,5.79,0.0242,2.3,26.8,0.99973,3.563,0.71,11.26,7
7.97,0.679,0.29,3.47,0.0788,25.3,6.0,0.99792,3.415,0.56,9.11,4
6.79,0.462,0.486,1.68,0.0552,31.2,72.5,0.99567,3.322,0.539,8.4,4
6.88,0.12,0.221,2.31,0.0553,19.9,31.5,0.9975,3.231,0.619,11.51,7
7.93,0.461,0.225,1.2,0.1544,14.4,61.7,0.99427,3.183,0.581,11.77,4
8.96,0.342,0.192,10.28,0.1317,18.4,36.1,0.99628,3.372,0.82,9.02,5
9.91,0.236,0.167,2.75,0.012,11.3,45.7,0.99489,3.238,0.73,8.5,4
6.92,0.307,0.329,1.2,0.036,1.0,23.9,0.99756,3.332,0.604,9.12,6
10.92,0.548,0.0,1.2,0.0699,5.6,45.5,0.99634,3.019,0.61,9.67,4
7.85,0.766,0.521,2.44,0.0569,15.8,17.8,0.99724,3.229,0.778,12.47,5
8.28,0.584,0.141,1.2,0.1019,6.0,45.8,0.99817,3.294,0.83,9.96,4
7.02,0.419,0.412,1.2,0.0286,11.5,94.4,0.99583,3.46,0.345,11.31,5
4.6,0.61,0.023,1.49,0.1321,20.9,63.6,0.99589,3.169,0.629,11.19,5
9.86,0.446,0.401,1.2,0.0849,17.4,56.0,0.99663,3.082,0.674,11.83,6
9.6,0.404,0.402,1.44,0.071,26.9,6.0,0.99507,3.379,0.751,9.75,4
7.83,0.321,0.346,1.2,0.0863,18.9,65.1,0.99668,3.301,0.677,10.41,5
8.44,0.214,0.077,1.2,0.0674,19.6,68.3,0.99678,3.046,0.727,10.19,7
9.22,0.458,0.32,2.92,0.012,8.4,55.3,0.99713,3.053,0.618,11.0,6
5.6,0.556,0.04,1.81,0.0876,1.9,53.5,0.9975,3.211,0.521,11.72,5
7.4,0.511,0.222,1.2,0.0719,11.6,41.9,0.99365,3.298,0.791,12.75,6
9.7,0.454,0.472,1.2,0.0421,8.3,67.8,0.99426,3.525,0.797,10.0,7
6.14,0.359,0.426,2.24,0.1386,14.1,92.4,0.99448,3.145,0.769,10.57,4
8.83,0.637,0.274,1.2,0.1185,4.7,57.3,0.99688,3.394,0.799,11.35,4
5.96,0.292,0.081,1.2,0.2016,24.7,14.5,0.99616,3.009,0.493,11.07,5
9.13,0.667,0.397,1.2,0.1262,8.2,17.0,0.99239,3.367,0.572,12.26,5
8.26,0.349,0.275,4.18,0.0568,12.1,70.4,1.0004,3.543,0.848,10.3,5
5.51,0.393,0.0,3.49,0.0444,15.7,14.8,0.99292,3.333,0.719,9.99,6
10.35,0.265,0.424,3.5,0.0638,27.6,53.1,0.99676,3.208,0.668,11.89,6
7.04,0.438,0.266,3.15,0.0557,34.3,35.1,0.99777,3.501,0.615,10.74,5
6.91,0.703,0.505,2.77,0.0921,35.0,11.2,0.99533,3.365,0.874,11.0,5
8.67,0.62,0.057,1.62,0.0147,2.5,73.9,0.99792,3.335,0.357,10.34,4
10.32,0.703,0.0,2.57,0.1174,12.0,69.7,0.99478,3.154,0.708,11.41,6
6.55,0.621,0.325,1.2,0.0913,10.0,6.0,0.99703,3.367,0.647,9.49,5
8.43,0.33,0.328,2.43,0.112,19.7,62.3,0.99256,3.206,0.445,9.93,4
9.07,0.469,0.0,3.76,0.0332,19.1,57.5,0.99893,3.359,0.933,8.4,6
9.53,0.388,0.08,1.73,0.0986,9.8,74.0,0.9967,3.318,0.33,9.75,5
8.63,0.766,0.808,1.2,0.1481,8.9,52.0,0.99367,3.478,0.679,11.42,4
7.68,0.314,0.211,1.2,0.0466,5.4,93.4,0.99789,3.222,0.748,10.47,7
6.88,0.688,0.414,2.57,0.0453,1.0,42.3,0.9998,3.288,0.492,9.43,5
8.47,0.688,0.144,2.95,0.1205,2.3,37.5,0.99494,3.434,0.705,11.95,5
6.45,0.856,0.0,5.12,0.0415,24.9,14.4,0.9963,3.275,0.62,10.57,5
4.6,0.455,0.238,1.2,0.076,31.2,15.7,0.99572,3.308,0.826,12.23,6
9.08,0.656,0.219,3.67,0.1564,30.0,12.8,0.99524,3.248,1.255,11.34,5
9.89,0.936,0.193,2.06,0.0459,25.4,53.7,0.99504,3.286,0.716,10.62,4
4.6,0.417,0.249,5.36,0.1596,5.3,37.6,0.99547,3.414,0.761,12.38,5
6.56,0.253,0.323,1.88,0.0712,3.5,57.3,0.99557,3.594,0.492,10.02,5
9.4,0.191,0.242,1.82,0.0343,1.0,6.7,0.99602,3.053,0.695,9.25,5
11.9,0.656,0.025,2.16,0.1154,9.8,18.3,0.99588,3.116,0.595,12.13,5
8.36,0.191,0.366,3.46,0.0921,16.8,17.8,0.99815,3.289,0.79,11.07,6
